"Sample.Name","pHmean","SE"
"Sump",7.79017812893475,0.00117285401643505
"Tank1",7.6859991891949,0.00429547240730344
"Tank10",7.69713627729913,0.00258211380485083
"Tank11",7.7917711744603,0.00238762978601056
"Tank12",7.79348912469986,0.00287823946711389
"Tank13",7.81794138584456,0.00355574605310261
"Tank14",7.8173915005308,0.00141989460815774
"Tank15",7.81348683626043,0.00136736577679871
"Tank16",7.80647162629938,0.00179202087864831
"Tank17",7.74809907519567,0.00308311285016339
"Tank18",7.74230942393567,0.00329590852766327
"Tank19",7.73678947232955,0.00252337390397738
"Tank2",7.70415264543943,0.00258456847497326
"Tank20",7.73434153317627,0.00449657736484321
"Tank3",7.71376641906432,0.00193045533096755
"Tank4",7.70666318798885,0.00215900422708544
"Tank7",7.70457749226126,0.00180912313097643
"Tank8",7.70000894582208,0.00106897017565514
"Tank9",7.6885205922305,0.00249711688921455
